Date,WTI,Gold,S&P500,USDI,EPU_News_Based_Policy_Uncert_Index,OPU
1/09/2008,-11.54061354,4.834299081,-9.518078677,2.639954371,238.1718742,277.2179635
1/10/2008,-30.41792928,-18.44914648,-18.56364864,7.490779606,241.7722778,227.7341525
1/11/2008,-28.85086806,12.00102848,-7.779834642,1.033991205,162.713384,270.2787701
1/12/2008,-33.66811721,7.389825161,0.779113578,-6.407630712,157.828677,255.7171621
1/01/2009,1.7400149,5.261314556,-8.954988551,5.606930177,184.8178304,223.7500896
1/02/2009,-6.380408399,1.858134512,-11.64565438,2.689817337,202.5479667,127.1123556
1/03/2009,20.31284397,-2.898286909,8.195273621,-3.063344093,167.9912194,125.2054919
1/04/2009,3.702990324,-3.507965045,8.977221492,-0.810196412,107.927248,104.8763052
1/05/2009,17.24314772,10.02714462,5.172055842,-6.817634907,125.9446213,88.31690785
1/06/2009,16.36676947,-5.576083149,0.019581606,1.166962236,112.4726351,138.3431448
1/07/2009,-8.362498703,2.965778593,7.152197709,-2.283866853,104.3551071,169.3165302
1/08/2009,10.32362451,-0.377774729,3.300932135,-0.230002657,111.1743394,125.5873348
1/09/2009,-2.277354328,5.775400647,3.510010416,-1.963633691,99.00963606,70.97968298
1/10/2009,8.761106277,3.625068075,-1.995986522,-0.457666703,86.24175958,43.67172578
1/11/2009,2.937183202,12.06181999,5.577901558,-2.012246874,99.77926919,55.05179636
1/12/2009,-4.962299038,-7.268973337,1.76145467,4.036187263,108.3960871,79.2668012
1/01/2010,5.14144176,-1.34544562,-3.767514106,2.03414082,136.8638568,183.4280776
1/02/2010,-2.328092731,3.180359487,2.811474404,1.126278956,116.7215571,66.00163338
1/03/2010,6.116329469,-0.242120012,5.713276065,0.879643905,124.6875089,76.11002968
1/04/2010,3.910708325,5.710105101,1.465146831,0.981964439,123.7022049,77.47362723
1/05/2010,-13.46142298,3.086082282,-8.553165363,5.605171207,147.7632571,78.2613636
1/06/2010,2.024333488,2.126528135,-5.538838013,-0.66045081,129.7321983,110.3359517
1/07/2010,1.344602383,-5.072788773,6.651578327,-5.348612996,196.9472469,77.48692076
1/08/2010,0.587507402,5.498492227,-4.861180317,2.015365044,127.2281732,53.45426842
1/09/2010,-1.98520948,4.838360307,8.39284751,-5.535009508,186.7412481,102.9925248
1/10/2010,8.388606275,3.750837768,3.619300071,-1.85914708,154.7627409,25.20957845
1/11/2010,2.69830873,1.843806788,-0.229290949,4.948630493,175.0442836,62.25618128
1/12/2010,5.66036288,2.608564685,6.325651722,-2.696455966,151.5533295,69.5525512
1/01/2011,0.425866384,-6.485327279,2.239298526,-1.658624397,111.4928249,121.3109036
1/02/2011,0.178770997,5.79350284,3.145659504,-1.08654542,104.5623701,142.8017949
1/03/2011,13.90142134,1.431283555,-0.104785068,-1.348629278,153.8417288,293.7959659
1/04/2011,6.669764183,8.919706856,2.809691637,-3.938945926,124.8465874,163.3792319
1/05/2011,-8.24614186,-1.951076902,-1.35928939,2.317647954,84.5491611,292.3871616
1/06/2011,-5.101804621,-2.322659552,-1.84262333,-0.456560482,139.0378982,91.10660675
1/07/2011,0.930335426,8.098476507,-2.170836744,-0.539812377,207.1603073,140.9955555
1/08/2011,-11.84906633,11.44056989,-5.846749162,0.297257346,283.6655748,135.7265134
1/09/2011,-0.837506349,-11.61839475,-7.446712754,5.804996328,214.4261053,110.0959552
1/10/2011,0.93013111,5.482055359,10.23065917,-3.076768032,137.8392521,109.1892095
1/11/2011,11.7770177,1.759677876,-0.507148344,2.860110839,143.7145629,117.8206864
1/12/2011,1.389336884,-10.97171818,0.849655349,2.270531444,183.0886071,90.87564512
1/01/2012,1.680035491,10.61190338,4.265999901,-1.116208993,154.4180208,63.55673275
1/02/2012,1.985348434,-2.575674538,3.978733139,-0.696073177,119.43544,123.912604
1/03/2012,3.780914749,-1.56360012,3.085153576,0.329656695,98.74810531,207.6834568
1/04/2012,-2.730219219,-0.272406161,-0.75257448,-0.278869492,96.96967117,188.6440841
1/05/2012,-8.721375003,-6.430622659,-6.469925017,5.266326187,135.8798511,190.5302773
1/06/2012,-13.90072114,2.399380764,3.879266124,-1.712557795,197.4609789,117.5107662
1/07/2012,6.483425462,0.952536385,1.251894897,1.229698335,180.8035422,56.26667023
1/08/2012,6.845441956,4.675516083,1.9570602,-1.745543252,142.9553013,83.91448365
1/09/2012,0.592970818,4.62598038,2.394705705,-1.588714066,182.1071855,64.19338789
1/10/2012,-5.590472865,-2.902456754,-1.998783606,-0.01251173,166.1284041,64.69323323
1/11/2012,-3.302802618,-0.358084198,0.284265874,0.287374472,205.8646602,69.60252193
1/12/2012,1.81812795,-2.36441074,0.704344711,-0.475238513,214.9519488,55.70582727
1/01/2013,7.043470218,-0.680187081,4.919776069,-0.704494045,199.3589422,55.21797172
1/02/2013,0.663125424,-5.13442502,1.099988189,3.400675171,128.5625134,65.59718871
1/03/2013,-2.410266914,1.033407288,3.535536713,1.537839836,146.1158616,158.9079155
1/04/2013,-1.058782579,-7.7864862,1.792416212,-1.782189378,135.4405916,103.6872056
1/05/2013,2.922025196,-6.303168822,2.055017475,1.830243199,109.0280432,68.29009826
1/06/2013,1.049327572,-11.71466975,-1.5112953,-0.144230794,126.6258694,75.16337702
1/07/2013,8.797646438,6.995256135,4.827775788,-2.053659878,91.43749003,107.8862896
1/08/2013,1.856289688,5.387259336,-3.179826168,0.782687131,108.7583782,24.72759102
1/09/2013,-0.263083869,-5.051337709,2.931554439,-2.304334602,179.8897364,49.89255287
1/10/2013,-5.561554928,-0.283005174,4.362997791,-0.037404152,225.3733071,78.16861002
1/11/2013,-6.87513479,-5.53112024,2.766327956,0.609189427,89.91517307,43.08389525
1/12/2013,3.938051287,-3.830451225,2.328951485,-0.796420337,115.0207376,54.87104561
1/01/2014,-3.131595303,3.125088367,-3.623139653,1.57425005,107.7051288,37.95728571
1/02/2014,6.346787845,6.432785134,4.221338216,-2.012490281,93.36929826,49.67872622
1/03/2014,-0.019839302,-3.230871606,0.690824042,0.513174666,101.018732,98.93237778
1/04/2014,1.252049678,0.594192658,0.618165103,-0.789626212,96.99343089,27.91156533
1/05/2014,0.107711149,-3.194631969,2.081219802,1.126138027,102.0150429,36.04846542
1/06/2014,3.47200331,5.936852619,1.887897875,-0.736812575,85.96846752,89.2121985
1/07/2014,-2.101519693,-3.457236636,-1.519472036,2.083925574,78.50598746,66.56760182
1/08/2014,-7.048336984,0.387675835,3.696366961,1.571191204,63.87733632,65.12817227
1/09/2014,-3.510241816,-6.278982245,-1.563545835,3.782536409,86.21660154,53.59971745
1/10/2014,-9.928761047,-2.922991876,2.293639444,1.133877704,113.3345834,119.508804
1/11/2014,-10.76010438,-0.587794735,2.423746942,1.643122316,93.18594253,120.5871502
1/12/2014,-24.55257001,1.404776801,-0.419730845,2.138580076,87.41532796,364.2255105
1/01/2015,-22.76231261,8.052679219,-3.15328218,4.896422995,120.54423,328.9783479
1/02/2015,6.873870958,-5.631960874,5.343887143,0.547024297,87.60946942,196.0689757
1/03/2015,-5.611227921,-2.458746782,-1.754914549,3.139456512,95.97896261,143.0109998
1/04/2015,12.98388873,0.063372697,0.848466591,-3.897674129,103.544957,118.3116012
1/05/2015,8.482042642,0.497136177,1.043678533,2.412523669,102.3186965,130.9937204
1/06/2015,0.92367774,-1.486087596,-2.123566191,-1.476118278,115.8802867,45.10610872
1/07/2015,-16.14771296,-6.776273169,1.954969328,1.918847444,98.73479281,121.1797461
1/08/2015,-17.16906429,3.471979147,-6.462471645,-1.573857295,156.5036298,165.561718
1/09/2015,5.910038827,-1.734378869,-2.679871899,0.551596341,171.9326776,173.114027
1/10/2015,1.613993596,2.428551508,7.971934314,0.620798683,110.7019377,110.917509
1/11/2015,-8.53212911,-7.07269235,0.050483561,3.267336094,89.58371044,100.9865436
1/12/2015,-13.20514058,-0.292715734,-1.768567197,-1.549326766,101.9634329,95.8203837
1/01/2016,-16.0354341,5.20922889,-5.206764094,0.988708619,154.8573306,302.4492682
1/02/2016,-4.387800617,10.20839751,-0.413690044,-1.415451799,148.3217888,203.323606
1/03/2016,21.38658174,-0.470501453,6.390498492,-3.755628094,130.4901593,129.1806562
1/04/2016,8.178246148,4.864520344,0.269573307,-1.609242379,96.41341581,153.448778
1/05/2016,13.65024348,-6.275458311,1.521318256,2.974236273,96.22233274,168.9365958
1/06/2016,4.29520301,8.449041285,0.090566332,0.26037613,233.956103,117.2628023
1/07/2016,-8.805599729,2.156222096,3.499043894,-0.636512818,164.4584005,40.70039201
1/08/2016,0.156652152,-3.169830345,-0.121991936,0.511616882,106.8856228,79.00552189
1/09/2016,1.023368219,0.56016151,-0.12352452,-0.584919153,86.34353838,23.66228972
1/10/2016,9.69587859,-2.971202875,-1.96167821,3.073991395,108.0641248,94.39991584
1/11/2016,-8.639065584,-8.542403443,3.360347247,3.061157296,254.1013278,116.9921986
1/12/2016,12.94439879,-1.827808011,1.803710305,0.697072186,161.4247862,79.0755237
1/01/2017,1.014654058,5.001105603,1.772629809,-2.677137871,195.0406301,61.78568878
1/02/2017,1.830757936,3.091709142,3.652309761,1.604978877,177.777717,55.84616277
1/03/2017,-8.058833371,0.008810043,-0.038930594,-0.764385516,154.6096951,120.6312068
1/04/2017,3.446899657,1.511784241,0.905014056,-1.30393021,157.6765228,51.16961609
1/05/2017,-5.185007005,0.034703874,1.150971839,-2.17388772,129.8880577,76.73484948
1/06/2017,-7.049683072,-2.143317782,0.480228255,-1.339931759,120.638462,65.58099453
1/07/2017,3.158959978,2.218993547,1.916396151,-2.939359577,141.138335,76.21181919
1/08/2017,2.978988639,4.057453473,0.054634306,-0.204818699,137.8597036,106.7423133
1/09/2017,3.638251262,-3.268641816,1.91189572,0.441454284,116.6200175,18.69828279
1/10/2017,3.471749062,-0.619536938,2.194559888,1.566945667,125.8658439,50.56923963
1/11/2017,9.358144893,0.248275556,2.769551533,-1.599181202,111.2826865,86.75256847
1/12/2017,2.165645238,2.180301439,0.97836039,-1.004490814,140.3501816,78.15482703
1/01/2018,9.581266081,3.192383366,5.465741779,-3.299609681,160.9672048,62.47052902
1/02/2018,-2.3347364,-2.031350366,-3.972611564,1.646860409,114.7555583,45.68740589
1/03/2018,0.800260353,0.480002133,-2.725251295,-0.70883008,187.0958899,44.03312168
1/04/2018,5.459566276,-0.685881542,0.271511175,2.057165114,139.0353864,100.5788293
1/05/2018,5.477402207,-1.303565899,2.13782024,2.314046106,162.2766973,104.2501761
1/06/2018,-3.061537622,-3.582104984,0.48307135,0.689182604,134.402771,93.45635303
1/07/2018,4.48040365,-2.329989152,3.538797998,-0.158621088,176.2050781,72.29850605
1/08/2018,-4.200847815,-1.872899324,2.981432166,0.685548221,114.9613709,90.35321137
1/09/2018,3.13859011,-0.754058079,0.428510672,-0.010511379,120.9851907,58.01739161
1/10/2018,0.737696635,1.866353953,-7.192934906,2.08059102,136.1146533,63.98951501
1/11/2018,-21.68032694,0.635464901,1.770177676,0.144032947,164.9422023,112.533176
1/12/2018,-13.99726387,4.859996296,-9.626528712,-1.137315816,226.5768878,143.8678414
1/01/2019,3.687236331,2.906526984,7.574215483,-0.615386557,284.1359377,107.9155005
1/02/2019,6.717468917,-0.600027624,2.929559299,0.604987764,123.639288,128.5417163
1/03/2019,5.660219812,-1.594160983,1.776554184,1.157994743,180.6316997,72.8168549
1/04/2019,9.366730832,-0.664015642,3.856033644,0.205381054,109.6863735,69.93432101
1/05/2019,-4.861009895,1.692074675,-6.804088885,0.276597011,160.858154,47.72573076
1/06/2019,-10.69509078,7.655660941,6.665831953,-1.671175679,207.9913723,92.92121449
1/07/2019,4.804066308,0.315306799,1.304276747,2.455813117,207.7454617,67.97876973
1/08/2019,-4.530018452,7.250737507,-1.825730771,0.40518694,282.522931,26.80483589
1/09/2019,3.830103084,-3.198962547,1.703524052,0.463944352,186.6406966,176.6250546
1/10/2019,-5.393065855,2.757815907,2.022581958,-2.063815436,159.5113928,79.47729322
1/11/2019,5.533441383,-3.309607219,3.348029158,0.940606056,170.4803411,64.54966895
1/12/2019,4.876511438,3.563718511,2.818874101,-1.931633058,190.5049253,69.84743182
1/01/2020,-4.020984614,4.687321993,-0.162941659,1.032107418,164.7553058,139.0341241
1/02/2020,-12.93676115,-0.319415622,-8.785952094,0.756959425,216.1912124,85.15730122
1/03/2020,-54.82539856,-0.867617039,-13.36677686,0.933164293,425.7791698,149.6680441
1/04/2020,-56.81250146,6.710317778,11.94208962,-0.030292321,400.9447432,184.7942282
1/05/2020,54.56210356,2.713302643,4.428649023,-0.689098795,503.9633367,120.6770758
1/06/2020,29.37038212,3.100930814,1.8221381,-0.970732601,300.2401727,133.0554276
1/07/2020,6.07628038,10.3421726,5.363677841,-4.236766599,427.9153661,64.31736989
1/08/2020,3.925850319,-0.250479286,6.771910209,-1.304671048,263.471434,91.93322919
1/09/2020,-6.61458585,-4.374541573,-4.001810324,1.881472476,252.5878427,50.4962604
1/10/2020,-0.58205909,-0.398045905,-2.805568034,0.15963394,305.7666267,67.22701549
1/11/2020,3.834176393,-5.524295233,10.21464483,-2.334568939,327.609605,92.40760605
1/12/2020,13.84654629,6.506700523,3.644899728,-2.123175294,326.6166301,23.61605341
1/01/2021,10.06706755,-2.693492031,-1.119911682,0.709065679,261.3061328,43.53951011
1/02/2021,12.69714617,-6.29331715,2.575689967,0.330651684,187.5196161,102.8875456
1/03/2021,5.422767053,-1.539341542,4.15628087,2.552960334,166.7855324,79.3254432
1/04/2021,-0.983482333,3.543931693,5.109732211,-2.113785275,141.3001663,65.98532222
1/05/2021,5.439121285,7.501304567,0.547150655,-1.378875743,172.0962089,63.46567209
1/06/2021,9.101847772,-7.432911878,2.197084005,2.641683729,149.1312694,118.9420484
1/07/2021,1.543090325,2.443624651,2.249322925,-0.29250874,182.1714095,142.8339589
1/08/2021,-6.791940809,-0.008271276,2.857805097,0.497836526,157.195214,86.78306029
1/09/2021,5.626394105,-3.180580079,-4.873776298,1.712553895,171.3004477,127.8650679
1/10/2021,12.85644371,1.477649242,6.68582098,-0.116803836,136.920239,239.2417342
1/11/2021,-2.901280503,-0.507790856,-0.83686511,1.967345552,175.8728799,181.6796719
1/12/2021,-9.871457843,3.032293553,4.268861128,-0.020837675,201.4336653,144.1328549
1/01/2022,14.88574957,-1.76121699,-5.401814987,0.59217876,155.279659,123.6328123
1/02/2022,9.638015403,6.017953246,-3.189708549,0.17593795,140.4425019,212.2896902
1/03/2022,16.88823154,1.525595694,3.5182533,1.640894165,229.2447417,275.981006
1/04/2022,-6.393655182,-2.130176565,-9.206783296,4.621481191,168.8277466,267.3809009
1/05/2022,7.356744488,-3.177455409,0.005324247,-1.182173897,190.4530179,173.1054698
1/06/2022,4.715878921,-1.657566258,-8.765157448,2.838925334,152.810574,156.7618598
1/07/2022,-12.22994891,-2.333180687,8.720134427,1.158717495,222.7899376,177.7480616
1/08/2022,-8.146239894,-3.137268503,-4.336702121,2.609654152,183.0348268,188.0665442
1/09/2022,-10.58707107,-3.028385605,-9.80491993,3.097793217,201.7384894,169.6355384
1/10/2022,3.830280218,-1.612649175,7.68346022,-0.527611329,207.2753348,210.4317855
1/11/2022,-3.699817055,7.961116104,5.235794473,-5.132632829,210.3748942,87.21209644
1/12/2022,-9.870576881,3.114770914,-6.078179905,-2.320245396,150.0371241,164.0650608
1/01/2023,2.173998664,5.516978773,5.992115788,-1.381210558,161.4271135,108.7971482
1/02/2023,-1.665091713,-5.366357776,-2.645943031,2.676876268,152.9672811,155.2634802
1/03/2023,-4.730746851,7.42096085,3.445125384,-2.276113305,200.4899363,109.070876
1/04/2023,8.084017262,1.099175954,1.453619659,-0.832644278,165.4175591,150.4208882
1/05/2023,-10.43121876,-1.384148922,0.247924806,2.592504046,205.1764577,64.43028719
1/06/2023,-1.875539712,-2.201605203,6.271890994,-1.370413263,179.3080436,77.11199445
1/07/2023,7.95936608,2.297874397,3.066393309,-1.025549839,132.7106302,27.48357118
