Date,Brent,WTI,Gold,ASX50,AUDI,EPU_News_Based_Policy_Uncert_Index,OPU
1/12/2015,-15.246,-13.20514058,-0.292715734,2.49,1.45631068,67.13679601,95.8203837
1/01/2016,-21.359,-16.0354341,5.20922889,-5.75,-1.913875598,67.03876242,302.4492682
1/02/2016,4.708,-4.387800617,10.20839751,-3.29,0.81300813,97.05064292,203.323606
1/03/2016,17.175,21.38658174,-0.470501453,4.07,3.870967742,86.0758678,129.1806562
1/04/2016,8.452,8.178246148,4.864520344,3.51,-0.931677019,87.01938025,153.448778
1/05/2016,11.698,13.65024348,-6.275458311,1.82,-3.29153605,154.5420442,168.9365958
1/06/2016,3.18,4.29520301,8.449041285,-2.86,1.296596434,206.1476579,117.2628023
1/07/2016,-7.085,-8.805599729,2.156222096,5.78,1.44,328.6758384,40.70039201
1/08/2016,1.961,0.156652152,-3.169830345,-2.66,-0.315457413,62.00628215,79.00552189
1/09/2016,1.58,1.023368219,0.56016151,0.32,1.107594937,88.08694704,23.66228972
1/10/2016,6.142,9.69587859,-2.971202875,-1.52,1.564945227,49.83544158,94.39991584
1/11/2016,-10.173,-8.639065584,-8.542403443,2.82,0.61633282,174.2979909,116.9921986
1/12/2016,17.548,12.94439879,-1.827808011,4.24,-2.143950995,166.6795759,79.0755237
1/01/2017,2.354,1.014654058,5.001105603,-0.7,2.660406886,138.9088975,61.78568878
1/02/2017,0.53,1.830757936,3.091709142,1.7,1.676829268,77.74121932,55.84616277
1/03/2017,-6.164,-8.058833371,0.008810043,2.69,-0.749625187,90.88209839,120.6312068
1/04/2017,1.386,3.446899657,1.511784241,1.03,-2.567975831,82.1544887,51.16961609
1/05/2017,-3.859,-5.185007005,0.034703874,-4.06,-1.085271318,66.11273021,76.73484948
1/06/2017,-8.195,-7.049683072,-2.143317782,-0.44,2.664576803,72.20374153,65.58099453
1/07/2017,4.45,3.158959978,2.218993547,0.23,2.748091603,95.78465451,76.21181919
1/08/2017,6.431,2.978988639,4.057453473,-0.4,-1.485884101,50.78049911,106.7423133
1/09/2017,8.257,3.638251262,-3.268641816,-0.64,-0.150829563,64.23122222,18.69828279
1/10/2017,2.393,3.471749062,-0.619536938,3.47,-1.963746224,75.12644457,50.56923963
1/11/2017,8.656,9.358144893,0.248275556,0.48,-2.003081664,86.14002707,86.75256847
1/12/2017,2.613,2.165645238,2.180301439,1.31,2.044025157,91.92299678,78.15482703
1/01/2018,7.062,9.581266081,3.192383366,-0.41,1.078582435,48.901424,62.47052902
1/02/2018,-5.597,-2.3347364,-2.031350366,-0.47,-3.048780488,67.91407532,45.68740589
1/03/2018,1.066,0.800260353,0.480002133,-4.53,-2.044025157,84.09331935,44.03312168
1/04/2018,8.824,5.459566276,-0.685881542,4.08,-0.321027287,48.2645443,100.5788293
1/05/2018,6.535,5.477402207,-1.303565899,0.27,1.127214171,75.62255914,104.2501761
1/06/2018,-3.396,-3.061537622,-3.582104984,3.43,-0.318471338,92.40487617,93.45635303
1/07/2018,-0.215,4.48040365,-2.329989152,1.63,1.437699681,107.8421229,72.29850605
1/08/2018,-2.344,-4.200847815,-1.872899324,0.14,-2.047244094,87.89072056,90.35321137
1/09/2018,8.405,3.13859011,-0.754058079,-1.88,0,81.04080927,58.01739161
1/10/2018,2.676,0.737696635,1.866353953,-5.44,-0.482315113,75.7694896,63.98951501
1/11/2018,-22.429,-21.68032694,0.635464901,-2.74,2.261712439,88.82538475,112.533176
1/12/2018,-12.119,-13.99726387,4.859996296,0.32,-4.107424961,110.4918576,143.8678414
1/01/2019,3.512,3.687236331,2.906526984,3.53,1.482701812,104.4728978,107.9155005
1/02/2019,7.38,6.717468917,-0.600027624,5.23,-1.461038961,140.2693016,128.5417163
1/03/2019,3.352,5.660219812,-1.594160983,0.45,-0.329489292,106.8322003,72.8168549
1/04/2019,7.414,9.366730832,-0.664015642,2.12,0,102.8497192,69.93432101
1/05/2019,0.126,-4.861009895,1.692074675,1.87,-0.826446281,186.1472312,47.72573076
1/06/2019,-10.486,-10.69509078,7.655660941,3.96,0.166666667,104.0103058,92.92121449
1/07/2019,-0.468,4.804066308,0.315306799,2.46,-0.998336106,87.19429572,67.97876973
1/08/2019,-7.942,-4.530018452,7.250737507,-2.81,-1.008403361,195.4483353,26.80483589
1/09/2019,6.222,3.830103084,-3.198962547,1.43,0.509337861,133.9551547,176.6250546
1/10/2019,-5.093,-5.393065855,2.757815907,-0.37,0.844594595,135.1311758,79.47729322
1/11/2019,5.696,5.533441383,-3.309607219,2.62,-1.507537688,115.6184252,64.54966895
1/12/2019,6.285,4.876511438,3.563718511,-2.57,2.551020408,130.4959589,69.84743182
1/01/2020,-5.591,-4.020984614,4.687321993,5.14,-3.648424544,100.9952993,139.0341241
1/02/2020,-13.414,-12.93676115,-0.319415622,-7.85,-1.893287435,144.9108904,85.15730122
1/03/2020,-55.321,-54.82539856,-0.867617039,-20.86,-4.035087719,311.9737192,149.6680441
1/04/2020,-55.479,-56.81250146,6.710317778,7.18,5.667276051,244.8077771,184.7942282
1/05/2020,46.905,54.56210356,2.713302643,3.03,1.730103806,202.0917568,120.6770758
1/06/2020,31.529,29.37038212,3.100930814,2.66,2.040816327,132.5039099,133.0554276
1/07/2020,7.116,6.07628038,10.3421726,0.24,3.166666667,213.6601853,64.31736989
1/08/2020,3.41,3.925850319,-0.250479286,1.11,1.13085622,196.5124134,91.93322919
1/09/2020,-8.949,-6.61458585,-4.374541573,-4.2,-3.03514377,150.9486089,50.4962604
1/10/2020,-1.776,-0.58205909,-0.398045905,1.29,-1.97693575,188.3781199,67.22701549
1/11/2020,6.035,3.834176393,-5.524295233,10.67,3.361344538,192.4013235,92.40760605
1/12/2020,15.786,13.84654629,6.506700523,0.55,3.089430894,108.1287281,23.61605341
1/01/2021,9.132,10.06706755,-2.693492031,0.69,-0.630914826,144.7079549,43.53951011
1/02/2021,12.85,12.69714617,-6.29331715,1.49,2.380952381,92.55169849,102.8875456
1/03/2021,4.903,5.422767053,-1.539341542,1.75,-0.930232558,67.00852799,79.3254432
1/04/2021,-0.922,-0.983482333,3.543931693,3.19,0.782472613,105.9230301,65.98532222
1/05/2021,5.581,5.439121285,7.501304567,2.4,-1.397515528,150.1909938,63.46567209
1/06/2021,6.538,9.101847772,-7.432911878,1.75,-1.25984252,100.7825061,118.9420484
1/07/2021,2.71,1.543090325,2.443624651,1.25,-1.754385965,80.3729662,142.8339589
1/08/2021,-6.06,-6.791940809,-0.008271276,1.36,-0.649350649,102.9896124,86.78306029
1/09/2021,5.151,5.626394105,-3.180580079,-3.03,0.980392157,126.2722821,127.8650679
1/10/2021,11.466,12.85644371,1.477649242,-0.08,2.103559871,94.79605183,239.2417342
1/11/2021,-3.026,-2.901280503,-0.507790856,-1.36,-4.595879556,106.4959795,181.6796719
1/12/2021,-8.871,-9.871457843,3.032293553,2.47,1.495016611,101.6790015,144.1328549
1/01/2022,15.39,14.88574957,-1.76121699,-5.57,-2.94599018,66.05540784,123.6328123
1/02/2022,11.579,9.638015403,6.017953246,1.6,2.192242833,96.93419744,212.2896902
1/03/2022,18.826,16.88823154,1.525595694,6.64,4.95049505,269.9468982,275.981006
1/04/2022,-11.436,-6.393655182,-2.130176565,-0.62,-0.786163522,214.496079,267.3809009
1/05/2022,8.044,7.356744488,-3.177455409,-2.49,0.158478605,170.1884771,173.1054698
1/06/2022,7.943,4.715878921,-1.657566258,-8.28,-2.215189873,97.94123222,156.7618598
1/07/2022,-9.195,-12.22994891,-2.333180687,4.72,2.103559871,94.442584,177.7480616
1/08/2022,-10.821,-8.146239894,-3.137268503,0.19,0.316957211,132.9116059,188.0665442
1/09/2022,-11.252,-10.58707107,-3.028385605,-6.69,-2.843601896,133.8139252,169.6355384
1/10/2022,3.9,3.830280218,-1.612649175,5.71,-0.325203252,277.7887554,210.4317855
1/11/2022,-2.068,-3.699817055,7.961116104,6.42,1.305057096,143.309678,87.21209644
1/12/2022,-12.2,-9.870576881,3.114770914,-3.16,-1.127214171,174.2819743,164.0650608
1/01/2023,1.934,2.173998664,5.516978773,6.3,1.628664495,115.3589442,108.7971482
1/02/2023,0.109,-1.665091713,-5.366357776,-2.78,-1.602564103,206.1735174,155.2634802
1/03/2023,-5.168,-4.730746851,7.42096085,-0.86,-1.791530945,190.028779,109.070876
1/04/2023,7.62,8.084017262,1.099175954,1.47,-0.829187396,194.6592767,150.4208882
1/05/2023,-11.467,-10.43121876,-1.384148922,-3.35,0,148.2975985,64.43028719
1/06/2023,-0.838,-1.875539712,-2.201605203,1.91,3.177257525,113.8924801,77.11199445
1/07/2023,6.805,7.95936608,2.297874397,2.57,-0.648298217,149.328944,27.48357118
